"Département","Bassin de formation","Rne","Secteur","Nom","Voie","Lieu-dit","Boite postale","Code postal","Commune","Téléphone","Fax","Adresse électronique","Site internet","Responsable"
"﻿Ardèche","ARDECHE VERTE","0070029U","Public","LPO LYCEE DES METIERS GABRIEL FAURE","Place MALLARME ",,"BP116",7301,"TOURNON-SUR-RHONE",475082133,475089695,"ce.0070029U@ac-grenoble.fr","https://gabriel-faure-tournon.ent.auvergnerhonealpes.fr/","LE PROVISEUR : MME BIANQUIS ANAHITA
LE PROVISEUR ADJOINT : MME NOEL GWENDOLIN
LE GESTIONNAIRE : M. BLANC GERARD
L AGENT COMPTABLE : M. BLANC GERARD"
"Ardèche","ARDECHE VERTE","0071239J","Privé sous-contrat","LYCEE AGRICOLE PRIVE DE TOURNON SUR RHONE","4 rue du repos ",,"BP113",7304,"TOURNON-SUR-RHONE",475080493,475083881,"tournon-sur-rhone@cneap.scolanet.org",,"LE DIRECTEUR : M. ROCHE DOMINIQUE
LE DIRECTEUR ADJOINT : M. TOULOUMET ALAIN"
"Ardèche","ARDECHE VERTE","0070071P","Privé sous-contrat","LYCEE POLYVALENT PRIVE SACRE COEUR","5 rue du Mail ",,"BP33",7301,"TOURNON-SUR-RHONE",475080389,475070060,"ce.0070071P@ac-grenoble.fr","http://www.lyceesacrecoeur.fr","LE DIRECTEUR : M. BOUVIER MICHAEL
LE DIRECTEUR ADJOINT : M. LAULAGNET THIERRY
L  ADJOINT AU CHEF D ETABLISSEMENT : MME GUIBAUD NADEGE"
"Ardèche","ARDECHE VERTE","0071170J","Public","SEGPA CLG MARIE CURIE","Place Carnot ",,"BP106",7301,"TOURNON-SUR-RHONE",475072080,475088949,"ce.0071170J@ac-grenoble.fr","http://www.ac-grenoble.fr/college/tournon.marie-curie","LE PRINCIPAL : M. VIDAUD MICHAEL
LE PRINCIPAL ADJOINT : MME FAURE MURIEL
LE GESTIONNAIRE : M. BLANC FABRICE
L AGENT COMPTABLE : M. BLANC GERARD"
"Ardèche","ARDECHE MERIDIONALE","0070035A","Public","COLLEGE HENRI AGERON","209 esplanade DU SOLEIL ",,"BP37",7150,"VALLON-PONT-D'ARC",475880366,475881154,"ce.0070035A@ac-grenoble.fr","http://www.ac-grenoble.fr/college/ageron","LE PRINCIPAL : M. MUTEL LOIC
LE GESTIONNAIRE : MME KARI NADIA
L AGENT COMPTABLE : MME CHIRPAZ MAUD"
"Ardèche","ARDECHE MERIDIONALE","0070846G","Public","COLLEGE GEORGES GOUY","1 chemin DU STADE ",,,7600,"VALS-LES-BAINS",475374635,475940103,"ce.0070846G@ac-grenoble.fr","https://georges-gouy.ent.auvergnerhonealpes.fr/","LE PRINCIPAL : MME COLBEAU ANNE
LE PRINCIPAL ADJOINT : MME LE ROUZIC SOPHIE
LE GESTIONNAIRE : MME MAGNET CORINNE
L AGENT COMPTABLE : MME DUCLOCHER CORINNE"
"Ardèche","DROME ARDECHE CENTRE","0070890E","Public","COLLEGE DOCTEUR PIERRE DELARBRE","16 rue RAYMOND FINIELS ",,,7240,"VERNOUX-EN-VIVARAIS",475581465,,"ce.0070890E@ac-grenoble.fr","https://college-delarbre-vernoux.web.ac-grenoble.fr/","LE PRINCIPAL : M. RIGOLOT MATHIEU
LE GESTIONNAIRE : MME ASSUMEL NADINE
L AGENT COMPTABLE : M. BLANC GERARD"
"﻿Ardèche","ARDECHE MERIDIONALE","0070040F","Public","COLLEGE LABOISSIERE","79 rue de Beaufort ",,"BP27",7170,"VILLENEUVE-DE-BERG",475948127,475948144,"ce.0070040F@ac-grenoble.fr","https://college-laboissiere-vdb.web.ac-grenoble.fr","LE PRINCIPAL : M. WOELFLIN SAUVAGE FABRICE
LE PRINCIPAL ADJOINT : MME NOTT JENNYFER
LE GESTIONNAIRE : MME IMBERT SABRINA
L AGENT COMPTABLE : MME CHIRPAZ MAUD"
"Drôme","VALLEE DE LA DROME","0261550U","Privé hors-contrat","ECOLE 2D DEGRE GENERAL PRIVEE ECOLE 2D DEGRE GENERAL PRIVEE","27 rue des Ramières ",,,26400,"ALLEX",952027934,,"ce.0261550U@ac-grenoble.fr",,"LE DIRECTEUR : MME PELLISSIER PAULINE"
"Drôme","VALLEE DE LA DROME","0261574V","Privé hors-contrat","ECOLE SECONDAIRE PRIVEE","27 rue Des Ramières ",,,26400,"ALLEX",952027934,,"ce.0261574V@ac-grenoble.fr",,"LE DIRECTEUR : MME PELLISSIER PAULINE"
"Drôme","DROME ARDECHE CENTRE","0261528V","Public","COLLEGE MARCELLE RIVIER","41 rue DES FAURES ",,,26760,"BEAUMONT-LES-VALENCE",475553453,475806417,"ce.0261528V@ac-grenoble.fr","http://college-marcelle-rivier-beaumont.web.ac-grenoble.fr","LE PRINCIPAL : M. DEMEZ STEPHANE
LE PRINCIPAL ADJOINT : M. PIROTAIS EMMANUEL
LE GESTIONNAIRE : MME STEWART SANDRINE
L AGENT COMPTABLE : M. SELEK NICOLAS"
"Drôme","DROME DES COLLINES","0260001K","Public","COLLEGE DE L'EUROPE JEAN MONNET"," ","CARREFOUR DE L'EUROPE   ","BP130",26303,"BOURG-DE-PEAGE",475703611,,"ce.0260001K@ac-grenoble.fr","https://college-de-leurope-bourg-de-peage.web.ac-grenoble.fr/","LE PRINCIPAL : M. COTTE FABIEN
LE PRINCIPAL ADJOINT : MME MARINIER AGNES
LE GESTIONNAIRE : M. DALICIEUX PATRICE
L AGENT COMPTABLE : M. BENEDETTI ERIC"
"Drôme","DROME DES COLLINES","0260090G","Privé sous-contrat","COLLEGE PRIVE LES MARISTES","14 avenue ANTONIN VALLON ",,,26300,"BOURG-DE-PEAGE",475727050,475727057,"Ce.0260090G@ac-grenoble.fr","http://www.maristes-bdp.com","LE DIRECTEUR : M. GALLINA FABIEN
LE DIRECTEUR ADJOINT : MME MORVAN ISABELLE"
"Drôme","DROME ARDECHE CENTRE","0260766S","Public","COLLEGE GERARD GAUD","5 rue des loisirs ",,,26500,"BOURG-LES-VALENCE",475821990,475435893,"ce.0260766S@ac-grenoble.fr","https://college-gerard-gaud-bourg-les-valence.web.ac-grenoble.fr/","LE PRINCIPAL : MME MORALES CATHERINE
LE PRINCIPAL ADJOINT : MME BARAGLIOLI ISABELLE
LE GESTIONNAIRE : MME CRESPIN SONIA
L AGENT COMPTABLE : M. SELEK NICOLAS"
"﻿Drôme","DROME ARDECHE CENTRE","0260765R","Public","LEGT AGRICOLE DE BOURG LES VALENCE","Route De Lyon ",,,26500,"BOURG-LES-VALENCE",475833355,475833845,"epl.valence@educagri.fr",,"LE PROVISEUR : M. LALANNE FRÉDÉRIC
LE PROVISEUR ADJOINT : MME BERTHON SANDRA
LE GESTIONNAIRE : MME ROSI N. 
L AGENT COMPTABLE : M. MARTIN "
"Drôme","DROME ARDECHE CENTRE","0261277X","Public","LYCEE GENERAL ET TECHNOLOGIQUE LES TROIS SOURCES","110 chemin DU VALENTIN ",,,26500,"BOURG-LES-VALENCE",475826520,475564406,"ce.0261277X@ac-grenoble.fr","http://www.ac-grenoble/lycee/3-sources/","LE PROVISEUR : M. LESAGE LUDOVIC
LE PROVISEUR ADJOINT : MME SANNIER VALERIE
LE GESTIONNAIRE : M. GALERON DANIEL
L AGENT COMPTABLE : M. SELEK NICOLAS"
"Drôme","DROME ARDECHE CENTRE","0260948P","Public","SEGPA CLG GERARD GAUD","5 rue Des loisirs ",,"BP233",26502,"BOURG-LES-VALENCE",475821990,475435893,"ce.0260766s@ac-grenoble.fr","http://www.ac-grenoble.fr/college/gaud.bourg-les-valence/","LE PRINCIPAL : MME MORALES CATHERINE
LE PRINCIPAL ADJOINT : MME BENCHINE ADJIBA
LE GESTIONNAIRE : MME CRESPIN SONIA
L AGENT COMPTABLE : M. SELEK NICOLAS"
"Drôme","SUD DROME","0260002L","Public","COLLEGE HENRI BARBUSSE","8 boulevard HENRI BARBUSSE ",,,26170,"BUIS-LES-BARONNIES",475280968,475281737,"ce.0260002L@ac-grenoble.fr","https://college-henri-barbusse-buis-les-baronnies.web.ac-grenoble.fr/","LE PRINCIPAL : MME DEOTTO LAURENCE
LE GESTIONNAIRE : M. COULON THOMAS
L AGENT COMPTABLE : M. CARIAS JEAN-MARC"
"Drôme","DROME ARDECHE CENTRE","0260003M","Public","COLLEGE MARC SEIGNOBOS","2 rue PAUL JACQUES BONZON ",,,26120,"CHABEUIL",475590166,475590013,"ce.0260003M@ac-grenoble.fr","https://college-marc-seignobos-chabeuil.web.ac-grenoble.fr/","LE PRINCIPAL : M. BAILLY PHILIPPE
LE PRINCIPAL ADJOINT : MME PASCAL SABINE
LE GESTIONNAIRE : MME LE PENNEC CLAUDINE
L AGENT COMPTABLE : M. SELEK NICOLAS"
"Drôme","DROME ARDECHE CENTRE","0260092J","Privé sous-contrat","COLLEGE PRIVE FRANCOIS GONDIN","1 chemin DE BELLET ",,,26120,"CHABEUIL",475592731,475591563,"ce.0260092J@ac-grenoble.fr","https://www.francois-gondin.fr","LE DIRECTEUR : M. GREGOIRE VINCENT"
"Drôme","DROME DES COLLINES","0261133R","Privé sous-contrat","COLLEGE PRIVE CHATEAUNEUF","77 RUE GEOFFROY DE MOIRANS ",,,26330,"CHATEAUNEUF-DE-GALAURE",475687936,,"ce.0261133R@ac-grenoble.fr","http://www.college-chateauneuf.fr","LE DIRECTEUR : MME VINCENT-LEMENAGER PEGGIE
LE DIRECTEUR ADJOINT : MME PRONK LAETITIA"
"﻿Drôme","DROME DES COLLINES","0261134S","Privé sous-contrat","COLLEGE PRIVE SAINT BONNET","2 rue DE LA VALLEE ",,,26330,"CHATEAUNEUF-DE-GALAURE",475685500,,"ce.0261134S@ac-grenoble.fr","https://www.saint-bonnet.org/index.php.fr/","LE DIRECTEUR : M. MURYS BENOIT
LE DIRECTEUR ADJOINT : M. BERNIER PIERRE"
"Drôme","DROME DES COLLINES","0261067U","Privé sous-contrat","LYCEE AGRICOLE PRIVE DE CHATEAUNEUF DE GALAURE","18 rue du stade LES MANDAILLES","LES MANDAILLES          ",,26330,"CHATEAUNEUF-DE-GALAURE",475686122,475686828,"secretariat@lesmandailles.fr","http://www.mandailles.com","LE DIRECTEUR : MME ROBIN STÉPHANIE
LE DIRECTEUR ADJOINT : M. LACAZE PASCAL
LE GESTIONNAIRE : MME ESTAVIL M. "
"Drôme","DROME DES COLLINES","0260063C","Privé sous-contrat","LYCEE GENERAL PRIVE NOTRE DAME DE LA GALAURE","2 rue DE LA VALLEE ",,,26330,"CHATEAUNEUF-DE-GALAURE",475685500,,"ce.0260063C@ac-grenoble.fr","https://www.nd-galaure.fr/","LE DIRECTEUR : M. MURYS BENOIT
LE DIRECTEUR ADJOINT : MME VINCENT PEGGIE"
"Drôme","SUD DROME","0260005P","Public","COLLEGE OLIVIER DE SERRES","2 place du Collège ",,"BP9",26450,"CLEON-D'ANDRAN",475901332,475902141,"ce.0260005P@ac-grenoble.fr","https://college-olivier-de-serres-cleon-andran.web.ac-grenoble.fr","LE PRINCIPAL : MME GROUSSET BLANDINE
LE PRINCIPAL ADJOINT : MME CORRENT CAROLINE
LE GESTIONNAIRE : MME SIROP SABINE
L AGENT COMPTABLE : M. FAUGERON PHILIPPE"
"Drôme","VALLEE DE LA DROME","0261092W","Public","COLLEGE FRANCOIS JEAN ARMORIN","6 avenue CHARLES ARMORIN ",,"BP525",26402,"CREST",475251089,,"ce.0261092W@ac-grenoble.fr","https://francois-jean-armorin.ent.auvergnerhonealpes.fr","LE PRINCIPAL : M. BACHE SYLVAIN
LE PRINCIPAL ADJOINT : MME VERNET SARAH
LE GESTIONNAIRE : MME PEYRET AUDREY
L AGENT COMPTABLE : M. COLLET FABIEN"
"Drôme","VALLEE DE LA DROME","0261030D","Public","COLLEGE REVESZ LONG","2 chemin De Revesz Long ",,,26400,"CREST",475252472,475253429,"ce.0261030D@ac-grenoble.fr","http://www.ac-grenoble.fr/college/revesz-long.crest/","LE PRINCIPAL : M. AMBROSINI JEROME
LE PRINCIPAL ADJOINT : M. CASADO SEBASTIEN
LE GESTIONNAIRE : M. SOUBEYRAND JEAN-LUC
L AGENT COMPTABLE : M. CHABAL VINCENT"
"Drôme","VALLEE DE LA DROME","0260945L","Privé sous-contrat","COLLEGE PRIVE SAINT LOUIS","Clos SOUBEYRAN ",,"BP518",26402,"CREST",475250060,475253432,"ce.0260945L@ac-grenoble.fr","https://www.stlouis26.eu","LE DIRECTEUR : M. CORNUT CHAUVINC BERTRAND
LE DIRECTEUR ADJOINT : MME GUZZO ORIANE"
"﻿Drôme","VALLEE DE LA DROME","0260006R","Public","LYCEE POLYVALENT FRANCOIS JEAN ARMORIN","6 avenue CHARLES ARMORIN ",,"BP525",26402,"CREST",475251089,,"ce.0260006R@ac-grenoble.fr","https://francois-jean-armorin.ent.auvergnerhonealpes.fr","LE PROVISEUR : M. BACHE SYLVAIN
LE PROVISEUR ADJOINT : MME VERNET SARAH
LE GESTIONNAIRE : MME PEYRET AUDREY
L AGENT COMPTABLE : M. COLLET FABIEN"
"Drôme","VALLEE DE LA DROME","0260072M","Privé sous-contrat","LYCEE POLYVALENT PRIVE SAINT LOUIS","Clos SOUBEYRAN ",,"BP518",26402,"CREST",475250060,475253432,"ce.0260072M@ac-grenoble.fr","http://www.stlouis26.eu","LE DIRECTEUR : M. CORNUT CHAUVINC BERTRAND
LE DIRECTEUR ADJOINT : M. DORMIOLA RUDDY"
"Drôme","VALLEE DE LA DROME","0261031E","Public","SEGPA CLG REVESZ LONG","2 chemin Revesz long ",,,26400,"CREST",475252472,475253429,"ce.0261031E@ac-grenoble.fr","http://www.ac-grenoble.fr/college/revesz-long.crest/","LE PRINCIPAL : M. AMBROSINI JEROME
LE PRINCIPAL ADJOINT : MME GENTIER ALEXIA
LE GESTIONNAIRE : M. SOUBEYRAND JEAN-LUC
L AGENT COMPTABLE : M. CHABAL VINCENT"
"Drôme","VALLEE DE LA DROME","0261093X","Public","COLLEGE DU DIOIS","Rue Sadi Carnot SQUARE DU SOUVENIR FRANCAIS",,"BP75",26150,"DIE",475220343,475220588,"ce.0261093X@ac-grenoble.fr","http://www.ac-grenoble.fr/lycee/diois","LE PRINCIPAL : M. BENNETOT DEVERIA GERALD
LE PRINCIPAL ADJOINT : M. MICOULET XAVIER
LE GESTIONNAIRE : M. DESAULNOIX BENJAMIN
L AGENT COMPTABLE : M. CHABAL VINCENT"
"Drôme","VALLEE DE LA DROME","0260008T","Public","LYCEE GENERAL DU DIOIS","Rue Sadi Carnot SQUARE DU SOUVENIR FRANCAIS",,"BP75",26150,"DIE",475220343,475220588,"ce.0260008T@ac-grenoble.fr","https://cite-scolaire-du-diois.web.ac-grenoble.fr","LE PROVISEUR : M. BENNETOT DEVERIA GERALD
LE PROVISEUR ADJOINT : M. MICOULET XAVIER
LE GESTIONNAIRE : M. DESAULNOIX BENJAMIN
L AGENT COMPTABLE : M. CHABAL VINCENT"
"Drôme","SUD DROME","0260009U","Public","COLLEGE ERNEST CHALAMEL","4 rue des écoles ",,"BP74",26220,"DIEULEFIT",475464323,475468235,"ce.0260009U@ac-grenoble.fr","http://www.ac-grenoble.fr/college/chalamel.dieulefit","LE PRINCIPAL : M. FERRY FRANCOIS
LE GESTIONNAIRE : MME BAREILLE CARINE
L AGENT COMPTABLE : MME RIBOLLET SYLVIE"
"Drôme","DROME DES COLLINES","0260004N","Public","COLLEGE SPORT NATURE","75 impasse DU COLLEGE ",,,26420,"LA CHAPELLE-EN-VERCORS",475482035,475481591,"ce.0260004N@ac-grenoble.fr","http://www.ac-grenoble.fr/college/la-chapelle/","LE PRINCIPAL : MME MASLIAH CHRYSTELLE
LE GESTIONNAIRE : MME ROYER MARIE
L AGENT COMPTABLE : MME CALIXTE EVE"
"﻿Drôme","DROME DES COLLINES","0260011W","Public","COLLEGE JOSEPH  BEDIER","285 route DES ANTES ",,,26530,"LE GRAND-SERRE",475688343,475688590,"ce.0260011W@ac-grenoble.fr","http://www.ac-grenoble.fr/college/jbedier-legrandserre/","LE PRINCIPAL : M. FORNS JOSE
LE GESTIONNAIRE : MME MANALLAH SABAH
L AGENT COMPTABLE : MME CALIXTE EVE"
"Drôme","VALLEE DE LA DROME","0260096N","Privé sous-contrat","COLLEGE PRIVE ANNE CARTIER","16 avenue Albert Mazade ",,,26250,"LIVRON-SUR-DROME",475617944,475614520,"ce.0260096N@ac-grenoble.fr","http://www.annecartier.com","LE DIRECTEUR : MME HAUTEVILLE-LONGET VALERIE
LE DIRECTEUR ADJOINT : MME DARNAUDET ANGELIQUE"
"Drôme","VALLEE DE LA DROME","0260012X","Public","COLLEGE DANIEL FAUCHER","12 place DU CHAMP DE MARS ",,,26270,"LORIOL-SUR-DROME",475611360,475616107,"ce.0260012X@ac-grenoble.fr","https://college-daniel-faucher-loriol-sur-drome.web.ac-grenoble.fr/","LE PRINCIPAL : M. BARD-VOLF GUILLAUME
LE PRINCIPAL ADJOINT : MME DEBAT PASCALE
LE GESTIONNAIRE : MME BILLARD CHRISTINE
L AGENT COMPTABLE : M. FAUGERON PHILIPPE"
"Drôme","DROME ARDECHE CENTRE","0261575W","Privé hors-contrat","ECOLE SECONDAIRE PRIVEE LES CAROUBIERS","5 rue Benjamin Franklin ","ZA du Guimand           ",,26120,"MALISSARD",475402453,,"ce.0261575W@ac-grenoble.fr",,"LE DIRECTEUR : M. PECH FREDERIC"
"Drôme","DROME DES COLLINES","0261576X","Public","COLLEGE DE L'HERMITAGE","185 chemin Des blés ",,,26600,"MERCUROL-VEAUNES",475821950,,"ce.0261576X@ac-grenoble.fr","https://college-mercurol-veaunes.web.ac-grenoble.fr/","LE PRINCIPAL : MME TARDY SONIA
LE PRINCIPAL ADJOINT : M. LOUTCHMIA DOMINIQUE
LE GESTIONNAIRE : MME PICHON VALERIE
L AGENT COMPTABLE : M. BENEDETTI ERIC"
"Drôme","DROME ARDECHE CENTRE","0261065S","Privé sous-contrat","LYCEE AGRICOLE PRIVE DE MONTELEGER","400 route des chirouzes ",,,26760,"MONTELEGER",475627067,475626918,"monteleger@cneap.fr",,"LE DIRECTEUR : M. SELLIER PATRICK
LE DIRECTEUR ADJOINT : M. VAUCLIN ARNAUD"
"Drôme","SUD DROME","0261088S","Public","COLLEGE ALAIN BORNE","10 place DU THEATRE ",,"CS50339",26216,"MONTELIMAR",475923449,475923452,"ce.0261088S@ac-grenoble.fr","https://alain-borne.ent.auvergnerhonealpes.fr/","LE PRINCIPAL : M. EBEL JEAN-YVES
LE PRINCIPAL ADJOINT : MME HUGUES AUDREY
LE GESTIONNAIRE : M. FAUGERON PHILIPPE
L AGENT COMPTABLE : M. FAUGERON PHILIPPE"
"﻿Drôme","SUD DROME","0261086P","Public","COLLEGE EUROPA","6 chemin DES PEUPLIERS ",,,26200,"MONTELIMAR",475016645,475530864,"ce.0261086P@ac-grenoble.fr","https://college-europa-montelimar.web.ac-grenoble.fr","LE PRINCIPAL : M. MAYRAS FLORYAN
LE PRINCIPAL ADJOINT : M. MUNERA CLEMENT
LE GESTIONNAIRE : M. ROUSSELIN CLEMENT
L AGENT COMPTABLE : M. FAUGERON PHILIPPE"
"Drôme","SUD DROME","0260789S","Public","COLLEGE GUSTAVE MONOD","Chemin DES FOURCHES ",,"BP229",26205,"MONTELIMAR",475006262,475006269,"ce.0260789S@ac-grenoble.fr","https://college-gustave-monod-montelimar.web.ac-grenoble.fr","LE PRINCIPAL : M. GERLAND STEPHANE
LE GESTIONNAIRE : MME BARRAL AURELIE
L AGENT COMPTABLE : M. FAUGERON PHILIPPE"
"Drôme","SUD DROME","0260045H","Public","COLLEGE MARGUERITE DURAS","15 boulevard VINCENT AURIOL ",,,26200,"MONTELIMAR",475018699,,"ce.0260045H@ac-grenoble.fr","https://college-marguerite-duras-montelimar.web.ac-grenoble.fr","LE PRINCIPAL : M. DEPLANTE YANNICK
LE PRINCIPAL ADJOINT : MME DUBLE PAVLINA
LE GESTIONNAIRE : M. ANDRE PHILIPPE
L AGENT COMPTABLE : MME RIBOLLET SYLVIE"
"Drôme","SUD DROME","0261135T","Privé sous-contrat","COLLEGE PRIVE CHABRILLAN ST JEAN-BAPTISTE","109 route DE DIEULEFIT ",,,26200,"MONTELIMAR",475006020,475006021,"Ce.0261135T@ac-grenoble.fr","http://www.chabrillan.com","LE DIRECTEUR : MME ZENTAR CLAIRE"
"Drôme","SUD DROME","0261496K","Privé hors-contrat","ECOLE 2D DEGRE PROF. PRIVEE CFECC SAS AMAE FORMATION","5 place Du Theatre ",,,26200,"MONTELIMAR",475910223,475910223,"ce.0261496K@ac-grenoble.fr","http://www.amae-formation.fr","LE DIRECTEUR : MME GALICHET EVELYNE"
"Drôme","SUD DROME","0261555Z","Privé hors-contrat","ECOLE SECONDAIRE PRIVEE MONTESSORI L'ENVOL","2 rue Charles Chabert ",,,26200,"MONTELIMAR",782228579,,"ce.0261555Z@ac-grenoble.fr",,"LE DIRECTEUR : MME VELTRI LOREDANA"
"Drôme","SUD DROME","0261034H","Public","ETAB.REGIONAL ENSEIGNT ADAPTE PORTES DU SOLEIL","68 route DE CHATEAUNEUF DU RHONE ",,,26200,"MONTELIMAR",475015443,475909500,"ce.0261034H@ac-grenoble.fr","https://erea-portes-du-soleil.ent.auvergnerhonealpes.fr","LE PROVISEUR : MME CICCARONE SYLVIE
LE PROVISEUR ADJOINT : MME ROYER-LAFONT FRANCOISE
LE DIRECTEUR : MME CICCARONE SYLVIE
LE DIRECTEUR ADJOINT : MME ROYER-LAFONT FRANCOISE
LE GESTIONNAIRE : M. CLOS ARCEDUC JEAN-FRANCOIS
L AGENT COMPTABLE : M. FAUGERON PHILIPPE"
"﻿Drôme","SUD DROME","0260113G","Public","LPO LYCEE DES METIERS LES CATALINS","24 avenue DES CATALINS ",,"BP359",26201,"MONTELIMAR",475007676,475007682,"ce.0260113G@ac-grenoble.fr","http://www.catalins.fr","LE PROVISEUR : M. GOGET STEPHANE
LE PROVISEUR ADJOINT : MME CAPUANO ESTELLE
LE GESTIONNAIRE : MME RIBOLLET SYLVIE
L AGENT COMPTABLE : MME RIBOLLET SYLVIE
L  ADJOINT AU CHEF D ETABLISSEMENT : MME FRANCOIS NATHALIE"
"Drôme","SUD DROME","0261265J","Privé sous-contrat","LYCEE AGRICOLE PRIVE SYLVA CAMPUS MONTELIMAR","103 route De Rochemaure ",,,26200,"MONTELIMAR",475013494,475520628,"direction@sylvacampus.org",,"LE DIRECTEUR : M. SALMIN PAUL"
"Drôme","SUD DROME","0260015A","Public","LYCEE GENERAL ET TECHNOLOGIQUE ALAIN BORNE","10 place DU THEATRE ",,"CS50339",26216,"MONTELIMAR",475923434,475923288,"ce.0260015A@ac-grenoble.fr","https://alain-borne.ent.auvergnerhonealpes.fr","LE PROVISEUR : M. EBEL JEAN-YVES
LE PROVISEUR ADJOINT : MME AUDEOUD LORETTE
LE GESTIONNAIRE : M. FAUGERON PHILIPPE
L AGENT COMPTABLE : M. FAUGERON PHILIPPE"
"Drôme","SUD DROME","0260064D","Privé sous-contrat","LYCEE GENERAL PRIVE CHABRILLAN ST JEAN-BAPTISTE","109 route DE DIEULEFIT ",,,26200,"MONTELIMAR",475006020,475006021,"Ce.0260064D@ac-grenoble.fr","http://www.chabrillan.com","LE DIRECTEUR : MME ZENTAR CLAIRE"
"Drôme","SUD DROME","0260790T","Public","SEGPA CLG GUSTAVE MONOD","Chemin DES FOURCHES ",,"BP229",26205,"MONTELIMAR",475006262,475006269,"ce.0260789S@ac-grenoble.fr","http://www.ac-grenoble.fr/college/gustavemonod.montelimar","LE PRINCIPAL : M. GERLAND STEPHANE
LE PRINCIPAL ADJOINT : M. CHOULET GILLIAN
LE GESTIONNAIRE : MME BARRAL AURELIE
L AGENT COMPTABLE : M. FAUGERON PHILIPPE"
"Drôme","DROME DES COLLINES","0261395A","Privé hors-contrat","ECOLE 2D DEGRE GENERAL PRIVEE PROTESTANTE DU CEDRE","420 A chemin DE LA CLOITRE ","LA CLOITRE              ",,26750,"MONTMIRAL",475713276,,"ce.0261395A@ac-grenoble.fr","http://www.epc.asso.fr","LE DIRECTEUR : MME MAGHAKIAN CLAUDIA"
"Drôme","DROME DES COLLINES","0261394Z","Privé hors-contrat","ECOLE SECONDAIRE PRIVEE PROTESTANTE DU CEDRE","420 A chemin DE LA CLOITRE ","LA CLOITRE              ",,26750,"MONTMIRAL",475713276,,"ce.0261394Z@ac-grenoble.fr","http://www.epc.asso.fr","LE DIRECTEUR : MME MAGHAKIAN CLAUDIA"
"﻿Drôme","SUD DROME","0261089T","Public","COLLEGE RENE BARJAVEL","8 place Joseph Roumanille ",,"BP109",26110,"NYONS",475265100,475264027,"ce.0261089T@ac-grenoble.fr","https://roumanille-barjavel.ent.auvergnerhonealpes.fr","LE PRINCIPAL : MME VINCENT HOMBELINE
LE PRINCIPAL ADJOINT : MME SCHNEIDER CATHY
LE GESTIONNAIRE : MME DELASARA SANDRINE
L AGENT COMPTABLE : MME RIBOLLET SYLVIE"
"Drôme","SUD DROME","0260017C","Public","LYCEE GENERAL ET TECHNOLOGIQUE ROUMANILLE","8 place ROUMANILLE ",,"BP109",26110,"NYONS",475265100,475264027,"ce.0260017C@ac-grenoble.fr","https://roumanille-barjavel.ent.auvergnerhonealpes.fr","LE PROVISEUR : MME VINCENT HOMBELINE
LE PROVISEUR ADJOINT : M. WALSER-RAYBAUD BRICE
LE GESTIONNAIRE : MME DELASARA SANDRINE
L AGENT COMPTABLE : MME RIBOLLET SYLVIE"
"Drôme","SUD DROME","0261090U","Public","COLLEGE GUSTAVE JAUME","Avenue HENRI BECQUEREL ",,"BP143",26702,"PIERRELATTE",475040685,475988897,"ce.0261090U@ac-grenoble.fr","https://college-jaume-pierrelatte.web.ac-grenoble.fr","LE PRINCIPAL : M. FOUQUE PAUL
LE PRINCIPAL ADJOINT : MME LE PAPE SONIA
LE GESTIONNAIRE : M. CARIAS JEAN-MARC
L AGENT COMPTABLE : M. CARIAS JEAN-MARC"
"Drôme","SUD DROME","0261010G","Public","COLLEGE LIS ISCLO D'OR","Boulevard MOLIERE ",,"BP144",26702,"PIERRELATTE",475041180,475968518,"ce.0261010G@ac-grenoble.fr","https://college-lis-isclo-d-or-pierrelatte.web.ac-grenoble.fr/","LE PRINCIPAL : MME DELFOLIE ANNE
LE PRINCIPAL ADJOINT : MME MARCON SOPHIE
LE GESTIONNAIRE : MME JAMET CAROLINE
L AGENT COMPTABLE : M. CARIAS JEAN-MARC"
"Drôme","SUD DROME","0260098R","Privé sous-contrat","COLLEGE PRIVE SAINT MICHEL","4 rue Victor Hugo ",,"CS60151",26702,"PIERRELATTE",475040541,,"ce.0260098R@ac-grenoble.fr",,"LE DIRECTEUR : MME MARTIN BEATRICE"
"Drôme","SUD DROME","0261525S","Privé hors-contrat","ECOLE SECONDAIRE PRIVEE BLAISE PASCAL","4  RUE ANDRE LENOTRE ",,,26700,"PIERRELATTE",475001500,,"ce.0261525S@ac-grenoble.fr","secretariat@opene.fr","LE DIRECTEUR : MME BADER VÉRONIQUE"
"Drôme","SUD DROME","0260019E","Public","LYCEE POLYVALENT DR. GUSTAVE JAUME","Avenue HENRI BECQUEREL ",,"BP143",26702,"PIERRELATTE",475040685,475988897,"ce.0260019E@ac-grenoble.fr","https://gustave-jaume.ent.auvergnerhonealpes.fr","LE PROVISEUR : M. FOUQUE PAUL
LE PROVISEUR ADJOINT : MME LAFFONT SOPHIE
LE GESTIONNAIRE : M. CARIAS JEAN-MARC
L AGENT COMPTABLE : M. CARIAS JEAN-MARC"
