"Département","Circonscription","Rne","Secteur","Nom","Voie","Lieu-dit","Boite postale","Code postal","Commune","Téléphone","Fax","Adresse électronique","Site internet","Responsable","Collège de secteur","GPS latitude","GPS longitude","Nb classes","Effectif"
"Isère","PONT DE CHERUY","0380252T","Public","ECOLE PRIMAIRE PUBLIQUE","56 chemin du Chevalet ",,,38460,"CHAMAGNIEU",474902768,,"ce.0380252T@ac-grenoble.fr",,"LE DIRECTEUR : MME REGNIER SOLENE","CLG LAMARTINE","45.680065373558","5.1682031046806",9,192
"Isère","GRENOBLE 4 / DSDEN38","0382281Y","Public","ECOLE ELEMENTAIRE PUBLIQUE LE PAVILLON","116 avenue Le pavillon ",,,38560,"CHAMP-SUR-DRAC",476688690,,"ce.0382281Y@ac-grenoble.fr",,"LE DIRECTEUR : MME BALBO SANDRA","CLG LE CLOS JOUVIN","45.080393620323","5.7344659491128",5,116
"Isère","GRENOBLE 4 / DSDEN38","0382454L","Public","ECOLE ELEMENTAIRE PUBLIQUE LES GONNARDIERES","24 chemin des Gonnardières ",,,38560,"CHAMP-SUR-DRAC",476688001,,"ce.0382454L@ac-grenoble.fr",,"LE DIRECTEUR : MME SOUCHON SYLVIE","CLG LE CLOS JOUVIN","45.080090340024","5.7288305445871",4,94
"Isère","GRENOBLE 4 / DSDEN38","0381921G","Public","ECOLE MATERNELLE PUBLIQUE LE PAVILLON","11 rue LOUIS COLMARD ",,,38560,"CHAMP-SUR-DRAC",476688691,,"ce.0381921G@ac-grenoble.fr",,"LE DIRECTEUR : MME LEMBEYE STEPHANIE","CLG LE CLOS JOUVIN","45.082459467812","5.7325195674291",5,117
"Isère","GRENOBLE 4 / DSDEN38","0380254V","Public","ECOLE PRIMAIRE PUBLIQUE","4 place des Ecoles ",,,38800,"CHAMPAGNIER",476982303,,"ce.0380254V@ac-grenoble.fr",,"LE DIRECTEUR : MME JANKOVIC TANIA","CLG LE CLOS JOUVIN","45.107909305544","5.7244890072445",6,129
"Isère","BIEVRE-VALLOIRE","0381310T","Privé sous-contrat","ECOLE ELEMENTAIRE PRIVEE SAINTE-MARIE","1104 route des Alpes ",,,38260,"CHAMPIER",964187382,474544470,"ce.0381310T@ac-grenoble.fr",,"LE DIRECTEUR : MME DI DOMIZIO ANGELIQUE","Aucune information","45.451074717619","5.2898766142731",4,112
"Isère","BIEVRE-VALLOIRE","0380256X","Public","ECOLE PRIMAIRE PUBLIQUE AUGUSTE GOUBET","70 montée du Brochet ",,,38260,"CHAMPIER",474545905,,"ce.0380256X@ac-grenoble.fr",,"LE DIRECTEUR : M. UGHETTO GUILLAUME","COLLEGE DE CHAMPIER","45.452582815804","5.2896955849459",5,110
"Isère","GRENOBLE 4 / DSDEN38","0381575F","Public","ECOLE PRIMAIRE PUBLIQUE ROCHE BERANGER","205 rue des Pensées ",,,38410,"CHAMROUSSE",476899531,,"ce.0381575F@ac-grenoble.fr",,"LE DIRECTEUR : MME SAVOYAT KARINE","CLG LES MATTONS","45.107307845665","5.8743470728503",2,29
"Isère","VIENNE 2","0383531G","Privé hors-contrat","ECOLE ELEMENTAIRE PRIVEE","248 chemin de la Garenne ",,,38150,"CHANAS",428704566,,"ce.0383531G@ac-grenoble.fr",,"LE DIRECTEUR : M. DECHANET CHRISTOPHE","Aucune information","45.304093515111","4.8108130584622",3,28
"﻿Isère","VIENNE 2","0380264F","Public","ECOLE ELEMENTAIRE PUBLIQUE LES CHENES","1  RUE GASTON BEYLE ",,,38150,"CHANAS",474843386,,"ce.0380264F@ac-grenoble.fr",,"LE DIRECTEUR : M. BRECHON RENAUD","CLG JEAN FERRAT","45.318601533397","4.8198126887281",6,148
"Isère","VIENNE 2","0383226A","Public","ECOLE MATERNELLE PUBLIQUE","4 rue de l'Eglise ",,,38150,"CHANAS",474793103,,"ce.0383226A@ac-grenoble.fr",,"LE DIRECTEUR : MME RICCO LAURIANE","CLG JEAN FERRAT","45.318670811331","4.8183212787828",4,93
"Isère","SAINT MARCELLIN","0380267J","Public","ECOLE ELEMENTAIRE PUBLIQUE LE VILLAGE"," ","LE VILLAGE              ",,38470,"CHANTESSE",476647255,,"ce.0380267J@ac-grenoble.fr",,"LE DIRECTEUR : MME CARLIN ISABELLE","CLG JOSEPH CHASSIGNEUX","45.244767642884","5.4487863336387",1,26
"Isère","HAUT-GRESIVAUDAN","0381311U","Privé sous-contrat","ECOLE ELEMENTAIRE PRIVEE BELLECOUR","121 rue de Bellecour ",,,38530,"CHAPAREILLAN",476452745,476455922,"ce.0381311U@ac-grenoble.fr",,"LE DIRECTEUR : MME DURAND CLARA","Aucune information","45.464555473999","5.9915921186696",4,78
"Isère","HAUT-GRESIVAUDAN","0382229S","Public","ECOLE MATERNELLE PUBLIQUE","230 chemin des Ecoliers ",,,38530,"CHAPAREILLAN",476452221,,"ce.0382229S@ac-grenoble.fr",,"LE DIRECTEUR : MME TANTOLIN ODILE","CLG MARCEL CHENE","45.467517588821","5.9883067570781",4,98
"Isère","HAUT-GRESIVAUDAN","0382017L","Public","ECOLE PRIMAIRE","399 rue de l'Epinette ",,,38530,"CHAPAREILLAN",476452279,,"ce.0382017L@ac-grenoble.fr",,"LE DIRECTEUR : M. HUSS JEAN-YVES","CLG MARCEL CHENE","45.465443242728","5.9900648081978",9,196
"Isère","VOIRON 2","0380280Y","Public","ECOLE PRIMAIRE PUBLIQUE","160 route du Village ","LE BOURG                ",,38490,"CHARANCIEU",476322227,,"ce.0380280Y@ac-grenoble.fr",,"LE DIRECTEUR : MME RENAUD MARIE-ANGE","CLG MARCEL BOUVIER","45.524216472992","5.5774450949502",3,63
"Isère","BOURGOIN JALLIEU 3","0380281Z","Public","ECOLE ELEMENTAIRE PUBLIQUE LES SOURCES","Avenue du Bourg ",,,38790,"CHARANTONNAY",474591562,,"ce.0380281Z@ac-grenoble.fr",,"LE DIRECTEUR : M. MORILLAS MICHAEL","CLG DE PERANCHE","45.538340358904","5.1085453812917",6,132
"Isère","BOURGOIN JALLIEU 3","0382726G","Public","ECOLE MATERNELLE PUBLIQUE LES SOURCES"," ","LES SOURCES             ",,38790,"CHARANTONNAY",474590095,,"ce.0382726G@ac-grenoble.fr",,"LE DIRECTEUR : MME CHASSIGNOL MURIELLE","CLG DE PERANCHE","45.536719888681","5.1065739459996",3,74
"Isère","VOIRON 1","0381312V","Privé sous-contrat","ECOLE ELEMENTAIRE PRIVEE SAINT JOSEPH","219 rue de la Mairie ",,,38850,"CHARAVINES",476066106,476066106,"ce.0381312V@ac-grenoble.fr",,"LE DIRECTEUR : MME SURINA JENNIFER","Aucune information","45.429206436268","5.5170222868504",3,74
"﻿Isère","VOIRON 1","0380284C","Public","ECOLE ELEMENTAIRE PUBLIQUE DE LA FURE","275 rue du Petit Clos ",,,38850,"CHARAVINES",476557440,,"ce.0380284C@ac-grenoble.fr",,"LE DIRECTEUR : MME VALLIER CAMILLE","CLG DES COLLINES","45.42721094746","5.5188255034828",5,110
"Isère","VOIRON 1","0382765Z","Public","ECOLE MATERNELLE PUBLIQUE","1110 rue Principale ",,,38850,"CHARAVINES",476066129,,"ce.0382765Z@ac-grenoble.fr",,"LE DIRECTEUR : MME BEAUGEARD SOPHIE","CLG DES COLLINES","45.426794511511","5.5161070191283",3,68
"Isère","PONT DE CHERUY","0380285D","Public","ECOLE MATERNELLE PUBLIQUE","460 route d'Optevoz ",,,38390,"CHARETTE",474886477,,"ce.0380285D@ac-grenoble.fr",,"LE DIRECTEUR : MME BEL TATLIAN ANNICK","CLG LES PIERRES PLANTES","45.810095315126","5.3705201195507",2,49
"Isère","VOIRON 1","0380286E","Public","ECOLE PRIMAIRE PUBLIQUE GERMINAL","Chemin de l'Eglise ",,,38140,"CHARNECLES",476653346,,"ce.0380286E@ac-grenoble.fr",,"LE DIRECTEUR : MME JORDAN CAROLINE","CLG ROBERT DESNOS","45.345641749976","5.5296476649642",7,156
"Isère","PONT DE CHERUY","0380291K","Public","ECOLE ELEMENTAIRE PUBLIQUE ALPHONSE DAUDET","2A rue de la Plaine ",,,38230,"CHARVIEU-CHAVAGNEUX",478321621,478325824,"ce.0380291K@ac-grenoble.fr",,"LE DIRECTEUR : M. JOUBERT AYMERIC","CLG MARTIN LUTHER KING","45.744129166897","5.1575541705147",8,182
"Isère","PONT DE CHERUY","0382085K","Public","ECOLE ELEMENTAIRE PUBLIQUE FRANCIS JAMMES","Rue du Piarday ",,,38230,"CHARVIEU-CHAVAGNEUX",478321638,478326039,"ce.0382085K@ac-grenoble.fr",,"LE DIRECTEUR : MME BEAUMIER SOLANGE","CLG MARTIN LUTHER KING","45.755183301107","5.143328399536",11,269
"Isère","PONT DE CHERUY","0382844K","Public","ECOLE ELEMENTAIRE PUBLIQUE MARCEL PAGNOL","39 rue des Muriers ",,,38230,"CHARVIEU-CHAVAGNEUX",487340322,478499398,"ce.0382844K@ac-grenoble.fr",,"LE DIRECTEUR : MME BUSCH PAULINE","CLG MARTIN LUTHER KING","45.72774112374","5.1477567359654",9,215
"Isère","PONT DE CHERUY","0382083H","Public","ECOLE MATERNELLE PUBLIQUE JEAN DE LA FONTAINE","2 rue Edith Piaf ",,,38230,"CHARVIEU-CHAVAGNEUX",478321843,478321843,"ce.0382083H@ac-grenoble.fr",,"LE DIRECTEUR : MME ANSELME NADEGE","CLG MARTIN LUTHER KING","45.755183301107","5.143328399536",6,129
"Isère","PONT DE CHERUY","0382331C","Public","ECOLE MATERNELLE PUBLIQUE PERRAULT C.","Rue Jean Giono ",,,38230,"CHARVIEU-CHAVAGNEUX",472023694,,"ce.0382331C@ac-grenoble.fr",,"LE DIRECTEUR : MME GROS JULIETTE","CLG MARTIN LUTHER KING","45.725605476008","5.150156090766",4,108
"Isère","PONT DE CHERUY","0383503B","Public","ECOLE MATERNELLE PUBLIQUE VERLAINE","69 avenue du Collège ",,,38230,"CHARVIEU-CHAVAGNEUX",478321623,,"ce.0383503B@ac-grenoble.fr",,"LE DIRECTEUR : M. BRUN AXEL","CLG MARTIN LUTHER KING","45.74449650689","5.1576585728952",4,103
"﻿Isère","PONT DE CHERUY","0382537B","Public","ECOLE PRIMAIRE PUBLIQUE PAUL ELUARD","Impasse des Ecoles ",,"BP34",38230,"CHARVIEU-CHAVAGNEUX",478324060,478323337,"ce.0382537B@ac-grenoble.fr",,"LE DIRECTEUR : M. EVEILLARD ERIC","CLG MARTIN LUTHER KING","45.739878446971","5.1598454884902",12,254
"Isère","VIENNE 1","0380295P","Public","ECOLE ELEMENTAIRE PUBLIQUE MIXTE 2","1 place Jules Ferry ",,,38670,"CHASSE-SUR-RHONE",478079037,478079263,"ce.0380295P@ac-grenoble.fr",,"LE DIRECTEUR : MME VILLARD CORINNE","CLG CLAUDE ET GERMAIN GRANGE","45.579259243594","4.8050119536",22,502
"Isère","VIENNE 1","0382181P","Public","ECOLE MATERNELLE PUBLIQUE LE CHATEAU","52 rue Wagner ",,,38670,"CHASSE-SUR-RHONE",478079032,478079032,"ce.0382181P@ac-grenoble.fr",,"LE DIRECTEUR : MME CIVARD ANGELIQUE","CLG CLAUDE ET GERMAIN GRANGE","45.581068966712","4.7983111573186",4,93
"Isère","VIENNE 1","0380130K","Public","ECOLE MATERNELLE PUBLIQUE LES BARBIERES","Esplanade Lounès Matoub ",,,38670,"CHASSE-SUR-RHONE",478079049,,"ce.0380130K@ac-grenoble.fr",,"LE DIRECTEUR : MME CHARLES PATRICIA","CLG CLAUDE ET GERMAIN GRANGE","45.578037403018","4.8126550175069",2,35
"Isère","VIENNE 1","0380294N","Public","ECOLE MATERNELLE PUBLIQUE LES GEORGELIERES","163 rue du Sentier ",,,38670,"CHASSE-SUR-RHONE",478079055,478079055,"ce.0380294N@ac-grenoble.fr",,"LE DIRECTEUR : M. ROUQUIER JEAN SYLVAIN","CLG CLAUDE ET GERMAIN GRANGE","45.578514665529","4.8053853247585",5,124
"Isère","SAINT MARCELLIN","0380292L","Public","ECOLE ELEMENTAIRE PUBLIQUE"," ","LE VILLAGE              ",,38470,"CHASSELAY",476642629,,"ce.0380292L@ac-grenoble.fr",,"LE DIRECTEUR : MME REYNAUD LAURIE","CLG JOSEPH CHASSIGNEUX","45.255808762424","5.3383196473123",1,24
"Isère","BOURGOIN JALLIEU 1","0380300V","Public","ECOLE PRIMAIRE PUBLIQUE","844 rue du Centre ",,,38300,"CHATEAUVILAIN",474920781,,"ce.0380300V@ac-grenoble.fr",,"LE DIRECTEUR : MME MOISSONNIER FANNY","COLLEGE DE CHAMPIER","45.516053610979","5.3292439802356",3,64
"Isère","GRENOBLE-MONTAGNE","0380364P","Public","ECOLE ELEMENTAIRE PUBLIQUE"," ","CORDEAC                 ",,38710,"CHATEL-EN-TRIEVES",476349267,,"ce.0380364P@ac-grenoble.fr",,"LE DIRECTEUR : MME DINNE FABIENNE","CLG DU TRIEVES","44.832896020207","5.8462625133811",1,21
"Isère","BOURGOIN JALLIEU 3","0380305A","Public","ECOLE PRIMAIRE PUBLIQUE LE BOURG","210 rue Ferrachet ",,,38440,"CHATONNAY",474533295,474593903,"ce.0380305A@ac-grenoble.fr",,"LE DIRECTEUR : M. GUELFF BENJAMIN","CLG FERNAND BOUVIER","45.485850826116","5.2065050219219",7,156
"Isère","SAINT MARCELLIN","0380309E","Public","ECOLE ELEMENTAIRE PUBLIQUE LEA BLAIN","146 place DU CHAMP DE MARS ",,,38160,"CHATTE",476381941,,"ce.0380309E@ac-grenoble.fr",,"LE DIRECTEUR : M. CHAREYRE HERVE","CLG OLYMPE DE GOUGES","45.141969930423","5.2832406393057",6,150
"﻿Isère","SAINT MARCELLIN","0381843X","Public","ECOLE MATERNELLE PUBLIQUE LES CHATONS","Place du Champ de Mars ",,,38160,"CHATTE",476383987,,"ce.0381843X@ac-grenoble.fr",,"LE DIRECTEUR : MME CHERVET FRANCOISE","CLG OLYMPE DE GOUGES","45.141868992549","5.2837710899043",3,83
"Isère","PONT DE CHERUY","0382301V","Public","ECOLE PRIMAIRE PUBLIQUE COMMANDANT COUSTEAU","2 avenue de l'Europe ",,,38230,"CHAVANOZ",478322434,,"ce.0382301V@ac-grenoble.fr",,"LE DIRECTEUR : M. RISSOAN THOMAS","CLG LE GRAND CHAMP","45.760903579906","5.1799852549517",9,140
"Isère","PONT DE CHERUY","0380313J","Public","ECOLE PRIMAIRE PUBLIQUE LES CINQ CHEMINS","1 rue de la Bourbre ",,,38230,"CHAVANOZ",478322523,478322523,"ce.0380313J@ac-grenoble.fr",,"LE DIRECTEUR : MME BRUNET ANNE-MARIE","CLG LE GRAND CHAMP","45.766811971753","5.1949047559029",12,204
"Isère","PONT DE CHERUY","0382182R","Public","ECOLE PRIMAIRE PUBLIQUE SAINT EXUPERY","3 rue du 11 novembre 1918 ",,,38230,"CHAVANOZ",478322436,,"ce.0382182R@ac-grenoble.fr",,"LE DIRECTEUR : MME CUMINATTO FABIENNE","CLG LE GRAND CHAMP","45.770570986486","5.1771100316239",14,256
"Isère","LA TOUR DU PIN","0380315L","Public","ECOLE PRIMAIRE PUBLIQUE","145 rue de la mairie ",,,38730,"CHELIEU",474882025,,"ce.0380315L@ac-grenoble.fr",,"LE DIRECTEUR : MME CHOSSON ANNE","CLG LES DAUPHINS","45.51372807159","5.4733659580449",3,58
"Isère","SAINT MARCELLIN","0382021R","Public","ECOLE PRIMAIRE PUBLIQUE"," ","LE VILLAGE              ",,38160,"CHEVRIERES",476641220,,"ce.0382021R@ac-grenoble.fr",,"LE DIRECTEUR : MME DREVET CAROLINE","CLG OLYMPE DE GOUGES","45.187449412211","5.2899032147441",4,86
"Isère","VIENNE 2","0380323V","Public","ECOLE PRIMAIRE PUBLIQUE","177 place de l'église ",,,38550,"CHEYSSIEU",474799173,,"ce.0380323V@ac-grenoble.fr",,"LE DIRECTEUR : MME CHATRON ISABELLE","CLG FREDERIC MISTRAL","45.429126434347","4.8395998491959",4,91
"Isère","BOURGOIN JALLIEU 1","0383050J","Public","ECOLE MATERNELLE PUBLIQUE","Route de Four ",,,38300,"CHEZENEUVE",474935811,,"ce.0383050J@ac-grenoble.fr",,"LE DIRECTEUR : MME REYMOND GERALDINE","CLG SALVADOR ALLENDE","45.572140435305","5.2188663870372",2,43
"Isère","GRENOBLE-MONTAGNE","0380325X","Public","ECOLE ELEMENTAIRE PUBLIQUE","Hameau de l'Eglise ",,,38930,"CHICHILIANNE",476344502,,"ce.0380325X@ac-grenoble.fr",,"LE DIRECTEUR : MME BEAUME FREDERIQUE","CLG DU TRIEVES","44.812120397619","5.5735092299035",1,14
"Isère","VOIRON 2","0381334U","Privé sous-contrat","ECOLE ELEMENTAIRE PRIVEE NOTRE DAME DU ROSAIRE","177 rue du Centre ",,,38490,"CHIMILIN",476316394,476315309,"ce.0381334U@ac-grenoble.fr",,"LE DIRECTEUR : MME PAIRE MURIEL","Aucune information","45.576388381983","5.6013984313714",5,126
"﻿Isère","VOIRON 2","0380327Z","Public","ECOLE ELEMENTAIRE PUBLIQUE ALPHONSE BELMONT","12 place de l'Eglise ",,,38490,"CHIMILIN",476317394,,"ce.0380327Z@ac-grenoble.fr",,"LE DIRECTEUR : M. PERRIER BAVOUX GEORGES","CLG LA FORET","45.576379472601","5.6006154243271",3,67
"Isère","VOIRON 2","0382806U","Public","ECOLE MATERNELLE PUBLIQUE","143 rue du Centre ",,,38490,"CHIMILIN",476317597,,"ce.0382806U@ac-grenoble.fr",,"LE DIRECTEUR : MME MEYNET-ROUBY JEANNE","CLG LA FORET","45.576496574593","5.6010057987307",2,45
"Isère","VOIRON 2","0380329B","Public","ECOLE ELEMENTAIRE PUBLIQUE","233 rue Moulin Défilion ",,,38850,"CHIRENS",476352581,,"ce.0380329B@ac-grenoble.fr",,"LE DIRECTEUR : MME JACQUET INGRID","CLG DES COLLINES","45.412877961108","5.555808065783",8,187
"Isère","VOIRON 2","0382479N","Public","ECOLE MATERNELLE PUBLIQUE","ROUTE DE LA CASCADE ",,,38850,"CHIRENS",476352495,,"ce.0382479N@ac-grenoble.fr",,"LE DIRECTEUR : MME LETAC-SAVARY CORINNE","CLG DES COLLINES","45.412906079726","5.5522021925",4,96
"Isère","VIENNE 2","0380331D","Public","ECOLE PRIMAIRE PUBLIQUE","Place du Village ",,,38121,"CHONAS-L'AMBALLAN",474589437,474567309,"ce.0380331D@ac-grenoble.fr",,"LE DIRECTEUR : MME NOYARET MARIE-CHRISTINE","CLG DE L'ISLE","45.460605125183","4.8119850262094",8,183
"Isère","PONT DE CHERUY","0380333F","Public","ECOLE PRIMAIRE PUBLIQUE LE P'TIT DAIM","49 place de la mairie ",,,38460,"CHOZEAU",474902386,,"ce.0380333F@ac-grenoble.fr",,"LE DIRECTEUR : MME BIGORRE SEVERINE","CLG PHILIPPE COUSTEAU","45.69761188564","5.2086268811121",3,65
"Isère","VIENNE 1","0382303X","Public","ECOLE PRIMAIRE PUBLIQUE","1 place des Ecoles ","LE VILLAGE              ",,38200,"CHUZELLES",474579076,,"ce.0382303X@ac-grenoble.fr",,"LE DIRECTEUR : MME MESQUIDA STEPHANIE","CLG CLAUDE ET GERMAIN GRANGE","45.5844840992","4.8781077290495",12,279
"Isère","GRENOBLE 4 / DSDEN38","0381556K","Privé sous-contrat","ECOLE ELEMENTAIRE PRIVEE SAINT PIERRE","1 rue Aimé Serres ",,,38640,"CLAIX",476986309,476986309,"ce.0381556K@ac-grenoble.fr",,"LE DIRECTEUR : MME EYMARD MARIE","Aucune information","45.12416174872","5.6708902035427",7,174
"Isère","GRENOBLE 4 / DSDEN38","0382184T","Public","ECOLE PRIMAIRE PUBLIQUE CENTRE","13 rue Jules Ferry ",,,38640,"CLAIX",476980401,,"ce.0382184T@ac-grenoble.fr",,"LE DIRECTEUR : M. CHABERT FRANCOIS","CLG GEORGES POMPIDOU","45.120686276984","5.6692988810173",13,313
"Isère","GRENOBLE 4 / DSDEN38","0380338L","Public","ECOLE PRIMAIRE PUBLIQUE MALHIVERT","2 chemin de l'Abbé ",,,38640,"CLAIX",476980479,,"ce.0380338L@ac-grenoble.fr",,"LE DIRECTEUR : MME GULGLIELMO ISABELLE","CLG GEORGES POMPIDOU","45.132239873779","5.666503465924",6,131
"﻿Isère","GRENOBLE 4 / DSDEN38","0382154K","Public","ECOLE PRIMAIRE PUBLIQUE PONT ROUGE","2 rue de Rochefort ",,,38640,"CLAIX",476982380,,"ce.0382154K@ac-grenoble.fr",,"LE DIRECTEUR : MME FROMENT CAROLINE","CLG GEORGES POMPIDOU","45.116260632135","5.6926145087105",9,222
"Isère","GRENOBLE-MONTAGNE","0380343S","Public","ECOLE PRIMAIRE PUBLIQUE ANTOINE DE VILLE","Rue du Mont Aiguille ",,,38930,"CLELLES",476344474,,"ce.0380343S@ac-grenoble.fr",,"LE DIRECTEUR : MME HRDY MACHA","CLG DU TRIEVES","44.827456307174","5.6164526714656",4,101
"Isère","VIENNE 2","0382966T","Public","ECOLE PRIMAIRE PUBLIQUE","4 impasse des Ecoles ",,,38550,"CLONAS-SUR-VAREZE",474849049,,"ce.0382966T@ac-grenoble.fr",,"LE DIRECTEUR : MME GERMAIN EMILIE","CLG FREDERIC MISTRAL","45.414341127096","4.789824257091",6,138
"Isère","SAINT MARCELLIN","0380348X","Public","ECOLE ELEMENTAIRE PUBLIQUE","103 RUE DU 29 JANVIER 1944 ",,,38470,"COGNIN-LES-GORGES",476381695,,"ce.0380348X@ac-grenoble.fr",,"LE DIRECTEUR : MME CHAMPON BARBARA","CLG JOSEPH CHASSIGNEUX","45.171607885836","5.4124528447108",3,65
"Isère","VOIRON 1","0380349Y","Public","ECOLE PRIMAIRE PUBLIQUE","139 chemin Neuf ",,,38690,"COLOMBE",476559567,416559567,"ce.0380349Y@ac-grenoble.fr",,"LE DIRECTEUR : MME POULET MELANIE","CLG LIERS ET LEMPS","45.3969314687","5.4501543327672",7,181
"Isère","LA TOUR DU PIN","0382655E","Privé sous-contrat","ECOLE ELEMENTAIRE PRIVEE LES MARRONNIERS","95 rue des Frères ",,"BP07",38630,"CORBELIN",474889577,474889577,"ce.0382655E@ac-grenoble.fr",,"LE DIRECTEUR : MME RIBET VIRGINIE","Aucune information","45.609129384473","5.5450933729975",4,107
"Isère","LA TOUR DU PIN","0382791C","Public","ECOLE PRIMAIRE PUBLIQUE ECOLE PRIMAIRE ELISABETH RIOUX","35 rue de l'Ancien Presbytere ",,,38630,"CORBELIN",474837207,,"ce.0382791C@ac-grenoble.fr",,"LE DIRECTEUR : MME GUILLAUD NADEGE","CLG ARC EN CIERS","45.607492810873","5.5445560877342",8,187
"Isère","GRENOBLE 5","0380417X","Privé sous-contrat","ECOLE ELEMENTAIRE PRIVEE LE RONDEAU MONTFLEURY","Chemin la Croix de Montfleury ",,"BP37",38700,"CORENC",476903197,476418414,"ce.0380417X@ac-grenoble.fr",,"LE DIRECTEUR : MME PETRIER JOELLE","Aucune information","45.213257397686","5.7513029229553",14,364
"Isère","GRENOBLE 5","0380366S","Public","ECOLE ELEMENTAIRE PUBLIQUE MONTFLEURY","97 avenue de l'Eygala ",,,38700,"CORENC",476904267,,"ce.0380366S@ac-grenoble.fr",,"LE DIRECTEUR : MME GLASSER MANON","CLG JULES FLANDRIN","45.212202032868","5.7586565734418",6,151
"Isère","GRENOBLE 5","0380369V","Public","ECOLE MATERNELLE PUBLIQUE MONTFLEURY","12 rue de la Paix ",,,38700,"CORENC",476900991,,"ce.0380369V@ac-grenoble.fr",,"LE DIRECTEUR : MME ACHARD CECILE","CLG JULES FLANDRIN","45.211101110946","5.7594561358259",3,68
"﻿Isère","GRENOBLE 5","0380365R","Public","ECOLE PRIMAIRE PUBLIQUE VILLAGE","Place André Moch ",,,38700,"CORENC",476880023,,"ce.0380365R@ac-grenoble.fr",,"LE DIRECTEUR : MME DEVALLE ANNE","CLG JULES FLANDRIN","45.219762146092","5.7618987923718",6,136
"Isère","GRENOBLE-MONTAGNE","0380372Y","Public","ECOLE PRIMAIRE PUBLIQUE","80 rue de la gare ",,,38970,"CORPS",476300323,,"ce.0380372Y@ac-grenoble.fr",,"LE DIRECTEUR : MME GERBERT SYLVIE","CLG LOUIS MAUBERRET","44.818780119383","5.9465838756974",2,40
"Isère","FONTAINE-VERCORS","0380375B","Public","ECOLE PRIMAIRE PUBLIQUE"," ","LE VILLAGE              ",,38250,"CORRENCON-EN-VERCORS",476958500,,"ce.0380375B@ac-grenoble.fr",,"LE DIRECTEUR : MME CHAMBON CHARLOTTE","CLG JEAN PREVOST","45.031394769131","5.5265875815213",2,30
"Isère","VOIRON 3","0383527C","Privé hors-contrat","ECOLE PRIMAIRE PRIVEE ATELIER DES POSSIBLES","785 route de Saint Jean ",,,38500,"COUBLEVIE",457206733,,"ce.0383527C@ac-grenoble.fr",,"LE DIRECTEUR : M. SORREL PATRICK","CLG PLAN MENU","45.35091496398","5.6041739477386",0,0
"Isère","VOIRON 3","0380385M","Public","ECOLE PRIMAIRE PUBLIQUE LA GRANDE SURE","150 chemin d'Orgeoise ",,,38500,"COUBLEVIE",476670346,,"ce.0380385M@ac-grenoble.fr",,"LE DIRECTEUR : MME PASTRE MARIE","CLG PLAN MENU","45.354608239111","5.6107742317554",20,493
"Isère","BIEVRE-VALLOIRE","0380390T","Public","ECOLE PRIMAIRE PUBLIQUE","Place de l'Ecole ",,,38122,"COUR-ET-BUIS",474592755,474592755,"ce.0380390T@ac-grenoble.fr",,"LE DIRECTEUR : MME COLMENERO MARGOT","CLG JACQUES BREL","45.440355749432","5.0052545815636",3,72
"Isère","PONT DE CHERUY","0380394X","Public","ECOLE PRIMAIRE PUBLIQUE","142 route de Saint Roch ","Le village              ",,38510,"COURTENAY",474808033,,"ce.0380394X@ac-grenoble.fr",,"LE DIRECTEUR : MME PIJOLAT PERRINE","CLG LES PIERRES PLANTES","45.729095486435","5.3786627767225",5,127
"Isère","BOURGOIN JALLIEU 1","0380395Y","Public","ECOLE ELEMENTAIRE PUBLIQUE","160 route des Ecoliers ",,,38300,"CRACHIER",474935710,,"ce.0380395Y@ac-grenoble.fr",,"LE DIRECTEUR : MME PETTIER FLORENCE","CLG STEPHEN HAWKING","45.550546360811","5.2239388451834",3,66
"Isère","SAINT MARCELLIN","0380396Z","Public","ECOLE PRIMAIRE","4 route des Ecoles ",,,38210,"CRAS",476354443,,"ce.0380396Z@ac-grenoble.fr",,"LE DIRECTEUR : MME WATRE CATHERINE","CLG CONDORCET","45.267502001556","5.4489430928759",1,22
"Isère","PONT DE CHERUY","0381595C","Privé sous-contrat","ECOLE ELEMENTAIRE PRIVEE SAINT AUGUSTIN","2 place du 8 Mai 1945 ",,,38460,"CREMIEU",474907880,474907880,"ce.0381595C@ac-grenoble.fr",,"LE DIRECTEUR : MME GROSJEAN KELLY","Aucune information","45.723800484311","5.2491068715773",8,219
"﻿Isère","PONT DE CHERUY","0380398B","Public","ECOLE ELEMENTAIRE PUBLIQUE LES DAUPHINS","56 passage Théophile Maupas ",,,38460,"CREMIEU",474907232,,"ce.0380398B@ac-grenoble.fr",,"LE DIRECTEUR : MME MENUT NATHALIE","CLG LAMARTINE","45.722223136699","5.2477951557648",8,162
"Isère","PONT DE CHERUY","0380397A","Public","ECOLE MATERNELLE PUBLIQUE LES DAUPHINS","84 passage Théophile Maupas ",,,38460,"CREMIEU",474907472,,"ce.0380397A@ac-grenoble.fr",,"LE DIRECTEUR : MME VIDAL LEPAGE NATHALIE","CLG LAMARTINE","45.722272756013","5.2475656676971",3,77
"Isère","HAUT-GRESIVAUDAN","0382460T","Public","ECOLE ELEMENTAIRE PUBLIQUE","118 rue Jules Ferry ",,,38830,"CRETS EN BELLEDONNE",476975358,,"ce.0382460T@ac-grenoble.fr",,"LE DIRECTEUR : MME FARNAULT LAETITIA","CLG FLAVIUS VAUSSENAT","45.373919851129","6.047497984721",9,215
